person_name,aliases,ref,verse_count
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 116,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 117,4
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 118,5
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 119,5
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 12,25
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 121,3
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 122,10
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 125,8
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 126,10
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 13,5
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 130,4
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 131,5
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 135,11
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 136,27
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 137,10
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 138,11
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 14,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 140,16
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 141,10
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 143,10
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 146,8
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 147,6
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 148,3
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 149,3
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 152,8
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 18,12
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 19,4
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 2,3
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 20,5
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 21,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 22,37
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 24,19
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 26,16
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 27,24
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 28,15
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 29,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 30,4
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 33,5
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 35,47
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 36,21
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 38,16
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 39,3
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 4,3
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 41,16
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 43,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 44,11
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 45,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 49,3
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 52,4
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 53,8
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 54,7
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 57,12
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 58,17
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 59,21
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 60,6
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 61,9
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 62,5
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 63,10
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 66,9
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 7,10
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 70,14
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 72,25
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 74,5
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 75,15
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 78,5
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 8,4
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 82,36
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 86,16
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 87,13
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 9,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 90,17
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 93,25
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 95,16
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",MN 97,12
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",Miln 5,48
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 1.1,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 1.13,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 1.21,3
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 1.22,7
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 1.3,4
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 1.44,16
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 1.45,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 1.5,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 1.55,4
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 1.6,6
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 1.7,6
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 10.1,3
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 10.2,5
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 10.21,7
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 10.41,4
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 10.42,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 10.44,4
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 10.47,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 10.48,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 100.22,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 101.22,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 102-113.56,4
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 109.22,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 11.12,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 11.14,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 11.15,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 11.36,3
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 11.42,3
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 11.44,10
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 11.56,22
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 11.7,18
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 12.10,23
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 12.12,12
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 12.15,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 121.22,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 127.35,10
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 13.15,5
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 13.16,5
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 13.3,5
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 13.4,4
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 13.47,6
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 13.54,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 13.6,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 133.35,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 14-19.15,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 14.3,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 14.46,7
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 14.47,4
